# Pedigree data for the Lg/Sm mouse advanced intercross line. Each row 
# refers to an individual mouse.
#
# The columns of the table are:
#
#  (1) id (a unique number assigned to each individual)
#  (2) filial generation
#  (3) sex (M = male, F = female)
#  (4) id of father
#  (5) id of mother
#
# Individual identifiers that are given special attention are:
#
#  -9999  genetically identical inbred Sm/j males
#  -9998  genetically identical inbred Lg/j females
#  -9997  genetically identical F1 male offspring from Sm/j x Lg/j cross
#  -9996  genetically identical F1 female offspring from Sm/j x Lg/j cross
#      0  unknown
#
id,generation,sex,sire,dam
1333,F3,M,F2265,F2175
1337,F3,F,F2265,F2175
1342,F3,M,F2259,F266
1365,F3,M,F2229,F2187
1367,F3,F,F2229,F2187
1377,F3,F,F2160,F2168
1379,F3,M,F2160,F2168
1380,F3,F,F2136,F267
1381,F3,M,F2136,F267
1387,F3,M,F2317,F2291
1390,F3,F,F2355,F2307
1391,F3,M,F2355,F2307
1401,F3,F,F2317,F2291
1411,F3,F,F2262,F2155
1413,F3,M,F2262,F2155
1417,F3,M,F2120,F2162
1419,F3,F,F2120,F2162
1422,F3,F,F2365,F2288
1435,F3,M,F2365,F2288
1462,F3,M,F2308,F2328
1463,F3,F,F2308,F2328
1466,F3,F,F2343,F2290
1467,F3,M,F2343,F2290
1477,F3,M,F2108,F2203
1479,F3,M,F2118,F2213
1481,F3,F,F2118,F2213
1485,F3,M,F2165,F2190
1486,F3,F,F2165,F2135
1501,F3,M,F2222,F297
1510,F3,F,F2336,F2289
1521,F3,M,F2348,F2285
1525,F3,M,F2333,F2300
1526,F3,M,F2115,F2236
1530,F3,M,F2395,F2341
1532,F3,M,F2395,F2341
1539,F3,M,F2370,F2397
1540,F3,F,F2400,F2382
1541,F3,F,F2400,F2382
1550,F3,F,F2388,F2346
1561,F3,M,F2395,F2341
1563,F3,F,F2115,F2236
1566,F3,M,F2115,F2236
1569,F3,F,F2405,F2337
1575,F3,M,F2406,F2374
1577,F3,F,F2406,F2374
1585,F3,M,F2394,F2351
1586,F3,F,F2394,F2351
1588,F3,M,F2405,F2337
1594,F3,F,F2392,F2364
1597,F3,F,F2403,F2339
1604,F3,M,F2403,F2339
1609,F3,M,F2392,F2364
1612,F3,F,F2390,F2338
1619,F3,M,F2390,F2338
1623,F3,F,F2393,F2360
1626,F3,F,F2393,F2360
1629,F3,M,F2399,F2347
1638,F3,M,F2414,F2396
1644,F3,F,F2415,F2354
1645,F3,F,F2415,F2354
1655,F3,M,F2373,F2398
1664,F3,F,F2375,F2356
1668,F3,M,F2413,F2379
1672,F3,M,F2377,F2366
1677,F3,F,F2377,F2366
1685,F3,F,F2413,F2379
1688,F3,M,F2383,F2372
1696,F3,F,F2378,F2385
1699,F3,M,F2378,F2385
1708,F3,F,F2387,F2340
1721,F3,M,F2402,F2357
1729,F3,M,F2387,F2340
1734,F3,F,F2371,F2389
1738,F3,F,F2429,F2409
1747,F3,M,F2426,F2401
1750,F3,F,F2426,F2401
1754,F3,M,F2429,F2409
1762,F3,F,F2422,F2407
1766,F3,F,F2431,F2408
1775,F3,F,F2445,F2428
1778,F3,M,F2445,F2428
1782,F3,F,F2359,F2324
1789,F3,F,F2436,F2425
1791,F3,M,F2436,F2425
1799,F3,F,F2446,F2412
1800,F3,M,F2446,F2412
1817,F3,F,F2443,F2418
1819,F3,M,F2443,F2418
1825,F3,M,F2438,F2417
1826,F3,F,F2438,F2417
1831,F3,F,F2437,F2411
1834,F3,M,F2439,F2420
1839,F3,F,F2439,F2420
1848,F3,M,F2478,F2462
1855,F3,F,F2447,F2458
1857,F3,M,F2447,F2458
1862,F3,M,F2472,F2463
1868,F3,F,F2472,F2463
1876,F3,M,F2476,F2441
1884,F3,F,F2473,F2453
1885,F3,M,F2473,F2453
1893,F3,M,F2461,F2474
1894,F3,F,F2461,F2474
1899,F3,M,F2424,F2410
1917,F3,M,F2459,F2470
1919,F3,F,F2459,F2470
1927,F3,F,F2467,F2454
1943,F3,F,F2452,F2460
1949,F3,M,F2475,F2433
1959,F3,F,F2455,F2466
1961,F3,M,F2455,F2466
1970,F3,F,F2451,F2468
1973,F3,M,F2451,F2468
F3545,F3,M,F2100,F2116
F3569,F3,F,F2186,F2167
F3572,F3,F,F287,F2132
F3575,F3,M,F2186,F2167
F3578,F3,M,F287,F2132
F3662,F3,M,F284,F2198
F3679,F3,F,F2127,F2141
F3680,F3,M,F2127,F2141
F3684,F3,F,F2154,F2113
F3691,F3,M,F2154,F2113
F3692,F3,M,F2125,F2128
F3694,F3,F,F2125,F2128
F3696,F3,M,F2165,F2202
F3697,F3,M,F2165,F2202
F3699,F3,F,F273,F2101
F3705,F3,F,F273,F2101
F3730,F3,F,F2196,F2124
F3731,F3,M,F2196,F2124
F3733,F3,F,F2204,F2121
F3738,F3,M,F2204,F2121
F3759,F3,F,F2195,F2178
F3789,F3,F,F268,F2201
F3792,F3,M,F268,F2201
F3853,F3,F,F2123,F2191
F3854,F3,M,F2123,F2191
F3888,F3,F,F2210,F2266
F3889,F3,M,F2210,F2266
F3948,F3,F,F2251,F2272
F3950,F3,F,F2218,F2282
F3951,F3,M,F2218,F2282
F3955,F3,M,F2251,F2272
2215,F4,F,F3680,F3789
2287,F4,M,F3545,F3888
2291,F4,F,F3545,F3888
2380,F4,F,F3692,F3679
2391,F4,F,F3889,1032
2393,F4,M,F3889,1032
2396,F4,F,F3738,F3572
2401,F4,M,F3738,F3572
2407,F4,M,1029,1162
2409,F4,F,1029,1162
2519,F4,F,F3662,F3759
2527,F4,M,F3662,F3759
2536,F4,M,F3697,F3569
2538,F4,F,F3697,F3569
2548,F4,M,F3731,F3948
2549,F4,M,F3731,F3948
2551,F4,F,F3955,F3699
2561,F4,M,F3955,F3699
2566,F4,M,1011,1094
2569,F4,F,1011,1094
2571,F4,M,1102,F3733
2585,F4,M,1060,F3684
2593,F4,M,1140,F3950
2597,F4,F,1140,F3950
2611,F4,M,F3575,1139
2613,F4,F,F3575,1139
2624,F4,M,F3578,1090
2625,F4,F,F3578,1090
2628,F4,F,F3792,1115
2631,F4,M,F3792,1115
2639,F4,F,F3854,1086
2644,F4,M,F3854,1086
2648,F4,F,1036,1070
2653,F4,M,1036,1070
2663,F4,M,F3696,1124
2665,F4,F,F3696,1124
2676,F4,F,1079,1057
2678,F4,M,1079,1057
2679,F4,F,F3691,1085
2688,F4,M,1059,F3853
2695,F4,F,1059,F3853
2698,F4,F,1071,1065
2700,F4,M,1071,1065
2706,F4,F,1118,1030
2711,F4,M,1118,1030
2718,F4,F,F3951,F3694
2720,F4,M,F3951,F3694
2745,F4,F,1091,1138
2759,F4,M,1134,F3705
2761,F4,F,1134,F3705
2780,F4,M,1163,F3730
2782,F4,F,1163,F3730
2785,F4,M,1163,F3730
2958,F4,M,1319,1219
2960,F4,F,1319,1219
2972,F4,M,1254,1235
2976,F4,F,1254,1235
2985,F4,M,1413,1315
2986,F4,F,1413,1315
3055,F4,F,1328,1223
3059,F4,M,1328,1223
3064,F4,F,1342,1264
3069,F4,M,1342,1264
3074,F4,F,1333,F3684
3080,F4,M,1333,1750
3207,F4,F,1209,1380
3209,F4,M,1209,1380
3217,F4,M,1379,1401
3225,F4,F,1417,1337
3235,F4,M,1417,1337
3254,F4,F,1462,1320
3257,F4,M,1462,1320
3269,F4,F,1252,1390
3270,F4,M,1252,1390
3274,F4,M,1214,1282
3281,F4,F,1214,1282
3293,F4,F,1314,1377
3304,F4,M,1314,1377
3320,F4,M,1435,1367
3329,F4,F,1283,1486
3333,F4,M,1283,1486
3337,F4,M,1501,1293
3345,F4,F,1501,1293
3378,F4,F,1479,1463
3379,F4,M,1479,1463
3384,F4,M,1485,1273
3387,F4,F,1485,1273
3394,F4,M,1467,1481
3400,F4,F,1231,1510
3403,F4,M,1231,1510
3409,F4,M,1387,1261
3414,F4,F,1387,1261
3475,F4,F,1539,1541
3483,F4,M,1539,1541
3485,F4,M,1532,1586
3488,F4,F,1532,1586
3494,F4,F,1391,1419
3496,F4,M,1391,1419
3504,F4,F,1561,1198
3505,F4,M,1561,1198
3511,F4,M,1365,1550
3512,F4,F,1365,1550
3518,F4,M,1313,1664
3526,F4,F,1313,1664
3528,F4,M,1588,1577
3529,F4,F,1588,1577
3605,F4,F,1604,1225
3606,F4,M,1604,1225
3610,F4,M,1575,1569
3617,F4,F,1575,1569
3628,F4,F,1477,1411
3632,F4,M,1477,1411
3636,F4,M,1699,1623
3645,F4,F,1699,1623
3661,F4,F,1526,1540
3667,F4,F,1525,1563
3672,F4,M,1525,1563
3680,F4,F,1530,1466
3743,F4,F,1207,1597
3744,F4,M,1207,1597
3746,F4,M,1638,1677
3747,F4,F,1638,1677
3756,F4,M,1381,1685
3759,F4,F,1381,1685
3762,F4,F,1609,1202
3765,F4,M,1609,1202
3775,F4,M,1619,1332
3777,F4,F,1619,1332
3795,F4,M,1688,1612
3803,F4,F,1688,1612
3818,F4,F,1060,1422
3835,F4,F,1585,1734
3838,F4,M,1585,1734
3867,F4,F,1530,1310
3869,F4,M,1754,1594
3872,F4,M,1754,1594
3941,F4,F,1747,1782
3948,F4,M,1747,1782
3950,F4,M,1668,1839
4014,F4,M,1521,1789
4020,F4,F,1721,1762
4025,F4,M,1729,1831
4026,F4,F,1729,1831
4041,F4,M,1825,1708
4043,F4,F,1825,1708
4044,F4,F,1819,1696
4046,F4,M,1819,1696
4054,F4,M,1834,1738
4058,F4,F,1834,1738
4071,F4,M,1885,1817
4078,F4,F,1885,1817
4080,F4,M,1862,1766
4082,F4,M,1862,1766
4100,F4,F,1566,1855
4104,F4,M,1566,1855
4109,F4,F,1848,1927
4110,F4,F,1848,1927
4138,F4,M,1899,1884
4139,F4,F,1899,1884
4143,F4,F,1961,1799
4157,F4,F,1973,1775
4165,F4,M,1973,1775
4180,F4,F,1949,1943
4187,F4,M,1949,1943
4208,F4,F,1893,1644
4243,F4,F,1629,1959
4256,F4,F,1655,1919
4258,F4,M,1655,1919
4264,F4,M,1791,1894
4267,F4,F,1791,1894
4274,F4,M,1672,1750
4295,F4,F,1917,1826
4302,F4,F,1800,1868
4306,F4,M,1800,1868
4331,F4,F,1876,1970
4333,F4,M,1876,1970
4346,F4,M,1778,1626
4350,F4,F,1778,1626
4419,F4,M,1857,1645
4424,F4,F,1857,1645
4571,F5,F,2549,2538
4573,F5,M,2549,2538
4585,F5,F,2561,2291
4589,F5,M,2561,2291
4590,F5,F,2561,2291
4639,F5,F,2401,2215
4640,F5,M,2401,2215
4688,F5,M,2571,2639
4691,F5,F,2571,2639
4715,F5,F,2566,2409
4716,F5,M,2566,2409
4717,F5,M,2536,2698
4718,F5,F,2536,2698
4719,F5,M,2536,2698
4823,F5,M,2393,2519
4826,F5,F,2393,2519
4828,F5,M,2407,2569
4831,F5,F,2407,2569
4833,F5,F,2407,2569
4887,F5,M,2663,2613
4889,F5,F,2663,2613
4900,F5,F,2678,2679
4909,F5,M,2678,2679
4914,F5,M,2624,2718
4915,F5,F,2624,2718
4917,F5,F,2624,2718
4919,F5,M,2700,2380
4921,F5,F,2700,2380
4939,F5,M,2759,2706
4940,F5,F,2759,2706
4970,F5,M,2287,2665
4974,F5,F,2287,2665
4976,F5,M,2287,2665
4987,F5,M,2548,2628
4988,F5,F,2548,2628
4998,F5,M,2611,2625
5006,F5,M,2631,2648
5007,F5,F,2631,2648
5018,F5,F,2644,2551
5041,F5,F,2585,2695
5050,F5,M,2585,2695
5056,F5,M,2688,2391
5058,F5,M,2688,2391
5060,F5,F,2688,2391
5066,F5,M,2527,2761
5070,F5,F,2527,2761
5084,F5,M,2711,2745
5088,F5,F,2711,2745
5111,F5,F,2653,2396
5113,F5,M,2653,2396
5135,F5,F,2593,2597
5136,F5,M,2593,2597
5196,F5,M,2972,2986
5202,F5,F,2972,2986
5296,F5,F,2958,3254
5298,F5,M,2958,3254
5305,F5,F,2958,3254
5345,F5,F,2985,3064
5348,F5,F,2985,3064
5350,F5,M,2985,3064
5432,F5,M,3069,3074
5434,F5,F,3069,3074
5436,F5,M,3069,3074
5496,F5,F,3320,2976
5503,F5,M,3320,2976
5507,F5,M,3333,3378
5510,F5,F,3333,3378
5525,F5,F,3274,2960
5528,F5,M,3274,2960
5530,F5,M,3274,2960
5570,F5,F,3379,3345
5571,F5,M,3379,3345
5572,F5,M,3379,3345
5580,F5,F,3394,3387
5581,F5,M,3394,3387
5588,F5,F,3384,2782
5589,F5,M,3384,2782
5591,F5,F,3384,2782
5601,F5,M,2720,2676
5612,F5,F,3337,3055
5617,F5,M,2780,3475
5619,F5,M,2780,3475
5621,F5,F,2780,3475
5627,F5,F,3483,3329
5637,F5,F,3511,3269
5644,F5,M,3511,3269
5646,F5,M,3511,3269
5657,F5,F,3518,3504
5658,F5,M,3518,3504
5676,F5,M,3528,3512
5689,F5,M,3795,3818
5690,F5,F,3795,3818
5706,F5,M,3217,3529
5707,F5,F,3217,3529
5741,F5,M,3485,3661
5747,F5,F,3485,3661
5750,F5,M,3485,3661
5757,F5,M,3744,3225
5761,F5,F,3744,3225
5765,F5,M,3257,3667
5776,F5,M,3756,3494
5783,F5,M,3403,3762
5784,F5,M,3403,3762
5785,F5,M,3746,3777
5788,F5,F,3746,3777
5792,F5,F,3746,3777
5814,F5,F,3505,3803
5817,F5,F,3505,3803
5822,F5,F,3209,3645
5823,F5,M,3209,3645
5829,F5,F,3209,3645
5832,F5,M,3080,3617
5835,F5,F,3080,3617
5843,F5,F,3610,3743
5844,F5,M,3610,3743
5867,F5,M,3059,3835
5870,F5,F,3059,3835
5880,F5,F,3270,3605
5883,F5,M,3270,3605
5939,F5,M,3838,3281
5941,F5,F,3838,3281
5958,F5,F,3235,3941
5961,F5,M,3235,3941
6020,F5,M,3948,3207
6024,F5,F,3948,3207
6028,F5,F,3948,3207
6046,F5,F,3304,4043
6051,F5,F,3304,4043
6053,F5,F,3775,4044
6058,F5,M,3775,4044
6062,F5,M,4041,3414
6070,F5,F,4041,3414
6094,F5,F,4025,3400
6096,F5,M,4025,3400
6110,F5,M,4014,3680
6117,F5,F,4014,3680
6122,F5,F,3409,4058
6126,F5,F,3409,4058
6130,F5,M,3409,4058
6158,F5,M,3869,3293
6166,F5,M,3869,3293
6169,F5,F,3869,3293
6176,F5,F,4054,4110
6201,F5,F,3672,4208
6231,F5,M,4187,4350
6233,F5,M,4187,4350
6236,F5,F,4274,4295
6238,F5,M,4274,4295
6239,F5,F,4274,4295
6261,F5,F,4333,4078
6265,F5,M,4333,4078
6282,F5,M,3765,4109
6291,F5,M,3950,4143
6292,F5,M,3950,4143
6293,F5,F,3950,4143
6303,F5,F,2785,4100
6327,F5,M,3606,4243
6333,F5,F,4138,4256
6341,F5,M,4138,4256
6344,F5,M,4138,4256
6346,F5,M,4258,3867
6347,F5,F,4258,3867
6349,F5,F,4258,3867
6378,F5,M,4104,3488
6387,F5,F,4080,3526
6388,F5,M,4080,3526
6394,F5,F,4165,3759
6398,F5,M,4165,3759
6403,F5,F,4071,4302
6405,F5,M,4071,4302
6406,F5,M,4071,4302
6414,F5,M,3632,4180
6418,F5,F,4046,4331
6424,F5,M,4046,4331
6433,F5,F,4346,4139
6435,F5,M,4346,4139
6441,F5,F,4082,4026
6458,F5,F,3636,4020
6462,F5,M,3636,4020
6475,F5,F,4264,4424
6481,F5,F,4264,4424
6495,F5,M,4419,4267
6505,F5,F,4306,3747
6507,F5,F,4306,3747
6550,F5,F,3496,4157
6554,F5,M,3496,4157
6605,F5,M,3872,3628
6606,F5,F,3872,3628
6740,F6,M,4887,4831
6741,F6,F,4887,4831
6745,F6,F,4887,4831
6751,F6,F,4909,4826
6752,F6,M,4909,4826
6755,F6,M,4909,4826
6876,F6,F,4589,4900
6881,F6,M,4589,4900
6891,F6,M,4970,4917
6892,F6,F,4970,4917
6943,F6,M,4573,4715
6945,F6,M,4573,4715
6954,F6,M,4688,4585
6957,F6,F,4688,4585
6959,F6,F,4688,4585
6981,F6,F,4823,4691
6989,F6,M,5058,4833
6990,F6,F,5058,4833
6999,F6,M,5066,5060
7004,F6,F,5066,5060
7006,F6,M,5084,4921
7014,F6,M,5113,4590
7015,F6,M,5113,4590
7024,F6,F,5006,5135
7027,F6,M,5006,5135
7028,F6,F,5006,5135
7073,F6,M,5056,5305
7074,F6,M,5056,5305
7082,F6,F,5056,5305
7117,F6,M,5196,5434
7136,F6,F,5507,4639
7146,F6,M,5507,4639
7210,F6,F,4716,5018
7216,F6,M,4716,5018
7222,F6,F,5050,4889
7227,F6,F,4976,5111
7228,F6,F,4976,5111
7235,F6,M,4976,5111
7319,F6,M,4828,5007
7348,F6,M,4640,5070
7354,F6,F,4640,5070
7366,F6,M,4939,5510
7371,F6,F,5136,5570
7376,F6,M,5136,5570
7383,F6,M,5530,4988
7384,F6,F,5530,4988
7393,F6,M,5528,5580
7396,F6,F,5528,5580
7404,F6,F,4914,5588
7408,F6,M,4914,5588
7438,F6,M,5581,5525
7444,F6,F,5581,5525
7463,F6,F,4998,5612
7465,F6,M,4998,5612
7472,F6,M,5572,4940
7474,F6,F,5572,4940
7484,F6,F,5619,4974
7486,F6,M,5619,4974
7488,F6,M,5706,5496
7493,F6,F,5706,5496
7502,F6,F,5757,5348
7505,F6,M,5757,5348
7512,F6,F,4717,5621
7514,F6,M,4717,5621
7525,F6,M,5617,5296
7527,F6,F,5617,5296
7532,F6,F,5765,4915
7533,F6,M,5765,4915
7541,F6,F,4719,5041
7545,F6,M,4719,5041
7566,F6,M,4987,4718
7568,F6,F,4987,4718
7571,F6,M,5750,5591
7572,F6,F,5750,5591
7583,F6,F,5785,5202
7623,F6,M,5601,5870
7628,F6,F,5601,5870
7631,F6,F,5658,5843
7636,F6,M,5658,5843
7641,F6,M,5784,5345
7647,F6,F,5784,5345
7656,F6,F,5867,5627
7658,F6,M,5867,5627
7661,F6,M,5298,5941
7664,F6,F,5298,5941
7713,F6,M,5832,6051
7727,F6,F,5646,6053
7735,F6,M,5646,6053
7766,F6,M,6058,5657
7777,F6,M,5350,6028
7779,F6,M,5350,6028
7782,F6,F,5350,6028
7784,F6,F,5783,5958
7788,F6,F,5783,5958
7789,F6,M,5783,5958
7794,F6,F,5503,5814
7802,F6,F,5676,6024
7804,F6,M,5676,6024
7810,F6,F,5676,6024
7874,F6,F,6158,5835
7875,F6,F,6158,5835
7877,F6,M,6158,5835
7884,F6,M,6233,6239
7905,F6,M,5883,6176
7908,F6,M,6166,5822
7910,F6,F,6166,5822
7926,F6,F,6231,6236
7933,F6,M,5741,6475
7938,F6,M,5741,6475
7940,F6,F,5741,6475
7946,F6,F,6327,5829
7949,F6,F,6327,5829
7954,F6,M,6327,5829
7968,F6,F,5823,6261
7972,F6,M,5823,6261
7980,F6,M,6130,6347
7981,F6,F,6282,5792
7985,F6,M,6282,5792
7997,F6,F,6346,6126
8007,F6,F,6096,6169
8010,F6,M,6096,6169
8013,F6,M,5939,6201
8017,F6,F,5939,6201
8018,F6,F,5939,6201
8023,F6,F,6110,6303
8025,F6,M,6341,5761
8028,F6,F,6341,5761
8031,F6,M,6341,5761
8033,F6,M,5436,5707
8038,F6,F,5436,5707
8044,F6,M,6238,6418
8051,F6,F,6238,6418
8055,F6,M,6414,6122
8059,F6,F,6414,6122
8074,F6,M,5689,6333
8095,F6,M,6435,5788
8104,F6,F,6020,6458
8109,F6,M,6020,6458
8113,F6,M,5589,6481
8118,F6,F,5589,6481
8119,F6,F,5589,6481
8120,F6,M,5844,6441
8123,F6,F,6291,6387
8124,F6,M,6291,6387
8128,F6,F,6424,5817
8133,F6,M,6424,5817
8138,F6,F,6265,5880
8139,F6,M,6265,5880
8142,F6,F,6265,5880
8154,F6,F,6378,6117
8156,F6,M,6378,6117
8158,F6,F,6378,6117
8159,F6,M,6378,6117
8166,F6,M,6062,6394
8171,F6,F,6062,6394
8184,F6,M,6406,5690
8188,F6,F,6406,5690
8198,F6,M,6405,6070
8199,F6,F,6405,6070
8201,F6,F,6405,6070
8209,F6,M,6495,5747
8211,F6,F,6495,5747
8213,F6,F,6495,5747
8217,F6,M,4919,4571
8222,F6,F,5961,6293
8224,F6,M,5961,6293
8226,F6,F,5571,5088
8228,F6,M,5571,5088
8232,F6,F,5571,5088
8251,F6,F,6388,6094
8252,F6,M,6388,6094
8255,F6,M,6388,6094
8331,F6,F,5776,6433
8335,F6,M,5776,6433
8336,F6,F,5776,6433
8345,F6,F,6344,6550
8360,F6,M,5644,6046
8364,F6,F,5644,6046
8370,F6,M,6554,6403
8372,F6,F,6554,6403
8380,F6,F,6292,6606
8381,F6,F,6292,6606
8383,F6,M,6292,6606
8411,F6,M,6462,6505
8430,F6,M,6605,6507
8447,F6,F,6398,6349
8470,F6,M,5432,5637
8474,F6,F,5432,5637
8611,F7,F,6740,6957
8664,F7,F,6945,7082
8665,F7,M,6945,7082
8688,F7,F,7216,6892
8692,F7,M,7216,6892
8693,F7,M,7216,6892
8695,F7,M,7408,6959
8701,F7,F,7408,6959
8708,F7,F,7505,7493
8717,F7,M,7014,7444
8721,F7,F,7014,7444
8722,F7,F,7014,7444
8728,F7,F,6954,7463
8734,F7,M,6954,7463
8740,F7,F,7488,7502
8745,F7,F,7488,7502
8747,F7,M,7488,7502
8749,F7,M,6752,6741
8767,F7,M,6954,7463
8778,F7,F,6755,6745
8822,F7,M,6881,7024
8824,F7,M,6881,7024
8828,F7,F,6881,7024
8841,F7,F,6943,6981
8844,F7,M,6943,6981
8851,F7,F,6943,6981
8868,F7,M,7073,7028
8875,F7,F,7073,7028
8876,F7,F,7073,7028
8942,F7,F,7348,7222
8949,F7,M,7348,7222
8951,F7,F,7393,7210
8955,F7,F,7393,7210
8956,F7,M,7393,7210
8968,F7,M,7006,6751
8971,F7,F,7006,6751
8976,F7,F,7006,6751
9027,F7,M,7146,6876
9032,F7,F,7146,6876
9033,F7,M,7146,6876
9083,F7,F,6891,7396
9089,F7,M,6891,7396
9096,F7,F,7319,7004
9102,F7,M,7319,7004
9105,F7,M,6999,7404
9106,F7,F,6999,7404
9130,F7,M,6999,7404
9147,F7,F,6989,7371
9148,F7,M,6989,7371
9150,F7,M,7514,7532
9155,F7,M,7514,7532
9207,F7,F,7383,7227
9208,F7,M,7383,7227
9210,F7,M,7074,7512
9271,F7,M,7015,7572
9285,F7,M,7366,7628
9289,F7,F,7366,7628
9291,F7,F,7366,7628
9298,F7,M,7571,7474
9299,F7,F,7571,7474
9300,F7,F,7571,7474
9312,F7,M,7533,7568
9313,F7,M,7533,7568
9323,F7,F,7533,7568
9351,F7,M,7117,7631
9352,F7,F,7117,7631
9355,F7,F,7636,7583
9359,F7,F,7636,7583
9360,F7,M,7636,7583
9372,F7,F,7376,7541
9410,F7,M,7735,7788
9413,F7,F,7789,7727
9516,F7,F,7027,6990
9519,F7,M,7027,6990
9523,F7,F,7027,6990
9538,F7,F,7884,7875
9548,F7,M,7884,7875
9550,F7,M,7884,7875
9567,F7,M,7713,7949
9568,F7,F,7713,7949
9586,F7,F,7641,7802
9593,F7,M,7766,7874
9596,F7,M,7766,7874
9609,F7,M,8010,8051
9611,F7,M,8010,8051
9613,F7,F,8010,8051
9619,F7,M,7938,7228
9620,F7,F,7938,7228
9626,F7,M,7877,7946
9631,F7,F,7465,7940
9632,F7,M,7465,7940
9637,F7,F,7465,7940
9659,F7,M,7985,7997
9661,F7,F,7985,7997
9666,F7,F,8033,7794
9667,F7,M,8033,7794
9670,F7,F,8033,7794
9675,F7,F,7972,7981
9683,F7,M,7972,7981
9684,F7,M,7972,7981
9689,F7,F,7486,8017
9695,F7,F,7658,8023
9697,F7,M,7658,8023
9710,F7,M,8025,7782
9717,F7,M,8031,8059
9720,F7,F,8031,8059
9722,F7,M,8031,8059
9723,F7,M,8044,7647
9741,F7,M,7661,8118
9750,F7,F,7661,8118
9752,F7,F,8095,8007
9758,F7,F,8095,8007
9774,F7,M,8109,8038
9775,F7,M,8109,8038
9779,F7,M,8113,7354
9780,F7,F,8113,7354
9782,F7,F,8113,7354
9793,F7,F,7438,8213
9794,F7,M,7438,8213
9799,F7,F,8217,8211
9805,F7,M,8217,8211
9806,F7,M,8217,8211
9811,F7,F,8198,8104
9814,F7,M,8198,8104
9818,F7,F,7472,7656
9821,F7,M,7472,7656
9822,F7,M,8124,8128
9824,F7,F,8124,8128
9835,F7,M,7566,8154
9840,F7,F,7566,8154
9841,F7,F,7566,8154
9845,F7,M,7980,8188
9856,F7,M,8133,7926
9857,F7,F,8133,7926
9864,F7,M,8139,8123
9869,F7,F,8139,8123
9870,F7,M,7908,8142
9871,F7,M,7908,8142
9875,F7,F,7908,8142
9879,F7,F,8120,8222
9880,F7,M,8120,8222
9899,F7,M,8156,7484
9902,F7,M,8156,7484
9912,F7,F,7623,8119
9915,F7,M,7623,8119
9919,F7,M,7623,8119
9924,F7,M,8055,8138
9927,F7,F,8055,8138
9935,F7,M,7545,8158
9936,F7,F,7545,8158
9944,F7,M,7954,8199
9948,F7,M,7954,8199
9969,F7,F,7525,8018
9971,F7,M,7525,8018
9975,F7,F,7525,8018
9994,F7,M,8184,8171
9995,F7,F,8184,8171
10015,F7,F,7779,8028
10020,F7,F,7779,8028
10021,F7,M,7779,8028
10025,F7,M,7777,8201
10026,F7,F,7777,8201
10051,F7,F,7804,8372
10059,F7,F,8383,8345
10061,F7,M,8383,8345
10071,F7,M,8209,8232
10075,F7,F,8209,8232
10087,F7,F,8360,8380
10088,F7,M,8360,8380
10101,F7,F,8252,8336
10115,F7,F,8228,7384
10117,F7,F,8335,8251
10125,F7,F,8224,8364
10128,F7,M,8224,8364
10129,F7,F,8224,8364
10135,F7,F,7905,7968
10137,F7,F,7905,7968
10142,F7,F,8370,7810
10179,F7,F,8166,7784
10181,F7,F,7235,7664
10187,F7,M,7235,7664
10195,F7,M,8430,8447
10201,F7,M,8159,8226
10202,F7,F,8159,8226
10217,F7,M,8013,7527
10239,F7,F,8411,8474
10241,F7,M,8470,7910
10244,F7,F,8470,7910
10258,F7,M,8255,8331
10274,F7,F,8074,8381
10275,F7,M,8074,8381
10283,F7,M,7933,7136
10457,F8,M,8844,8688
10458,F8,F,8844,8688
10459,F8,F,8844,8688
10473,F8,F,8734,8971
10474,F8,M,8734,8971
10483,F8,F,8968,8841
10488,F8,M,8968,8841
10493,F8,M,8949,8611
10498,F8,F,8949,8611
10502,F8,F,8949,8611
10505,F8,M,8695,8955
10524,F8,F,8692,8721
10529,F8,M,8692,8721
10638,F8,M,9089,8976
10641,F8,F,9089,8976
10655,F8,F,9033,8728
10656,F8,M,9033,8728
10672,F8,F,9027,8701
10679,F8,M,9027,8701
10692,F8,F,9130,8942
10693,F8,M,9105,8876
10701,F8,F,9105,8876
10704,F8,M,8717,9106
10707,F8,M,8717,9106
10740,F8,F,9102,8828
10741,F8,M,9102,8828
10759,F8,F,9150,8722
10766,F8,M,9210,9096
10770,F8,F,9210,9096
10778,F8,M,9155,8951
10779,F8,M,9155,8951
10785,F8,F,9155,8951
10800,F8,F,9271,8664
10839,F8,F,8767,9207
10840,F8,M,8767,9207
10852,F8,M,9208,8875
10854,F8,F,9208,8875
10864,F8,F,9313,9083
10870,F8,M,9313,9083
10873,F8,M,9312,8778
10874,F8,M,9312,8778
10885,F8,F,9298,8851
10893,F8,M,9298,8851
10899,F8,F,8747,9352
10929,F8,M,8868,9299
10931,F8,F,8868,9299
10936,F8,M,8868,9299
10941,F8,M,9148,9300
10942,F8,F,9148,9300
10947,F8,F,9148,9300
10954,F8,F,8749,9291
10956,F8,M,8749,9291
10959,F8,F,9360,8708
10960,F8,M,9360,8708
10963,F8,M,9360,8708
10969,F8,M,8956,9289
10976,F8,F,8956,9289
10997,F8,M,9351,8740
11016,F8,M,8693,9032
11017,F8,F,8693,9032
11040,F8,F,9410,8745
11072,F8,F,8665,9147
