# Pedigree data for the Lg/Sm mouse advanced intercross line. Each row 
# refers to an individual mouse.
#
# The columns of the table are:
#
#  (1) id (a unique number assigned to each individual)
#  (2) filial generation
#  (3) sex (M = male, F = female)
#  (4) id of father
#  (5) id of mother
#
# Individual identifiers that are given special attention are:
#
#  -9999  genetically identical inbred Sm/j males
#  -9998  genetically identical inbred Lg/j females
#  -9997  genetically identical F1 male offspring from Sm/j x Lg/j cross
#  -9996  genetically identical F1 female offspring from Sm/j x Lg/j cross
#      0  unknown
#
id,generation,sex,sire,dam
11075,F8,M,8665,9147
11106,F8,F,9519,9631
11111,F8,F,9285,9637
11118,F8,M,9285,9637
11149,F8,M,9611,9661
11157,F8,M,9609,9355
11159,F8,F,9609,9355
11162,F8,F,8822,9372
11163,F8,M,8822,9372
11172,F8,F,9806,9689
11178,F8,M,9806,9689
11180,F8,F,9717,9613
11186,F8,M,9717,9613
11207,F8,F,9919,9841
11209,F8,M,9919,9841
11228,F8,F,9632,9799
11231,F8,M,9632,9799
11233,F8,M,9821,9793
11237,F8,F,9821,9793
11251,F8,F,9567,9824
11256,F8,M,9567,9824
11264,F8,M,9794,9912
11268,F8,F,9948,9359
11275,F8,M,9948,9359
11314,F8,F,8824,9323
11317,F8,M,8824,9323
11334,F8,F,9935,9780
11336,F8,M,9935,9780
11344,F8,F,9856,9568
11346,F8,M,9856,9568
11352,F8,F,9774,9857
11353,F8,M,9774,9857
11355,F8,M,9870,9413
11365,F8,F,9822,9879
11394,F8,M,9845,9538
11398,F8,M,9626,9927
11408,F8,M,9805,9936
11411,F8,F,9805,9936
11426,F8,M,9814,9875
11430,F8,M,9899,9782
11436,F8,F,9899,9782
11465,F8,F,9871,9811
11467,F8,F,9619,9969
11495,F8,F,9684,10015
11506,F8,M,9684,10015
11510,F8,M,10021,9675
11512,F8,F,10021,9675
11524,F8,M,9667,10059
11526,F8,F,9880,10051
11531,F8,M,10071,9750
11533,F8,F,10071,9750
11545,F8,F,9902,10075
11552,F8,M,9902,10075
11555,F8,F,9944,10087
11557,F8,M,9944,10087
11571,F8,F,10025,9586
11590,F8,F,9723,10020
11596,F8,M,10088,9869
11607,F8,F,9915,9695
11608,F8,M,9915,9695
11616,F8,F,9741,10115
11617,F8,M,9741,10115
11642,F8,F,9550,10125
11655,F8,F,10061,10117
11664,F8,M,10061,10117
11666,F8,F,9994,10142
11701,F8,M,10128,10137
11702,F8,F,10128,10137
11712,F8,F,9593,9758
11737,F8,M,9864,9752
11739,F8,F,10187,9975
11741,F8,M,10187,9975
11749,F8,M,9548,10179
11750,F8,F,9548,10179
11765,F8,F,9835,10181
11766,F8,M,9835,10181
11770,F8,F,9659,10101
11780,F8,F,10195,9720
11790,F8,F,9971,9523
11792,F8,M,9971,9523
11798,F8,F,9779,10202
11822,F8,M,10201,9818
11824,F8,F,10201,9818
11831,F8,F,10217,9620
11834,F8,M,10217,9620
11838,F8,M,9596,9666
11845,F8,F,9596,9666
11864,F8,M,9775,10239
11865,F8,F,9775,10239
11908,F8,F,10283,9840
11910,F8,M,10283,9840
11919,F8,M,9722,10135
11922,F8,M,9710,10244
11930,F8,F,9924,10274
11931,F8,M,9924,10274
11938,F8,M,10258,9995
11948,F8,M,10275,10129
11949,F8,F,10275,10129
11973,F8,M,9697,9516
11974,F8,F,9697,9516
11978,F8,F,10241,10026
11984,F8,M,10241,10026
11989,F8,F,9683,9670
11991,F8,M,9683,9670
12600,F9,M,10778,10473
12602,F9,F,10778,10473
12609,F9,F,10656,10458
12617,F9,M,10656,10458
12618,F9,F,10679,10770
12625,F9,M,10679,10770
12626,F9,F,10893,10641
12659,F9,M,10704,10459
12660,F9,F,10704,10459
12674,F9,F,10707,10483
12677,F9,F,10474,10785
12680,F9,F,10874,10740
12698,F9,M,10766,10655
12703,F9,F,10766,10655
12704,F9,F,10505,10854
12706,F9,M,10505,10854
12719,F9,M,10852,10498
12726,F9,F,10941,10864
12759,F9,M,10488,10759
12767,F9,F,10840,10701
12773,F9,M,10493,10942
12778,F9,F,10493,10942
12788,F9,F,10929,10524
12796,F9,M,10529,10959
12809,F9,M,10963,10692
12820,F9,M,10693,10947
12821,F9,F,10960,10885
12828,F9,M,10960,10885
12830,F9,M,10969,10502
12837,F9,F,10969,10502
12882,F9,M,10997,10800
12886,F9,M,10638,10899
12889,F9,F,10638,10899
12908,F9,F,11016,10672
12944,F9,M,10741,11017
12955,F9,M,11075,10839
12956,F9,F,11075,10839
12976,F9,M,10956,11040
12984,F9,M,10457,10931
12987,F9,F,10457,10931
13021,F9,M,11118,10954
13026,F9,F,11118,10954
13033,F9,F,10779,11111
13057,F9,M,10873,10976
13063,F9,F,10873,10976
13088,F9,M,11264,11172
13115,F9,F,11408,11228
13135,F9,M,10936,11251
13144,F9,F,11149,11352
13153,F9,M,11149,11352
13155,F9,F,11346,11237
13157,F9,M,11346,11237
13184,F9,M,11163,11334
13196,F9,F,11317,11268
13200,F9,M,11355,11180
13203,F9,F,11355,11180
13207,F9,F,11256,11436
13240,F9,F,11233,11072
13242,F9,M,11233,11072
13247,F9,M,11178,11365
13252,F9,F,11178,11365
13256,F9,M,11394,11162
13271,F9,F,11531,11207
13282,F9,F,11157,11555
13284,F9,M,11157,11555
13298,F9,M,11353,11533
13304,F9,F,11430,11545
13308,F9,M,11430,11545
13346,F9,F,11524,11495
13366,F9,F,11741,11159
13375,F9,F,11186,11571
13385,F9,M,11186,11571
13393,F9,M,11552,11607
13397,F9,M,11426,11702
13416,F9,F,11398,11666
13435,F9,M,11766,11465
13443,F9,F,11766,11465
13448,F9,F,11792,11616
13453,F9,F,11209,11780
13456,F9,M,11209,11780
13468,F9,F,11275,11765
13477,F9,F,11336,11824
13482,F9,M,11336,11824
13501,F9,M,11749,11411
13513,F9,M,11231,11831
13518,F9,F,11231,11831
13521,F9,F,11664,11845
13522,F9,M,11664,11845
13534,F9,M,11737,11865
13544,F9,F,11864,11655
13550,F9,M,11864,11655
13552,F9,M,11910,11642
13553,F9,F,11910,11642
13565,F9,M,11922,11790
13576,F9,F,11822,11512
13579,F9,M,11822,11512
13583,F9,M,11838,11712
13584,F9,F,11838,11712
13593,F9,M,11617,11949
13595,F9,F,11617,11949
13604,F9,F,11948,11314
13610,F9,M,11948,11314
13622,F9,M,11834,11526
13628,F9,F,11834,11526
13631,F9,M,11938,11590
13634,F9,F,11938,11590
13639,F9,F,11973,11739
13643,F9,M,11973,11739
13652,F9,F,11991,11930
13657,F9,M,11991,11930
13833,F9,F,11506,11344
13834,F9,M,11506,11344
13840,F9,M,11608,11750
13842,F9,F,11608,11750
13847,F9,F,11931,11467
13849,F9,M,11701,11978
13850,F9,F,11701,11978
13858,F9,M,11596,11974
13860,F9,M,11984,11798
13865,F9,F,11984,11798
13917,F9,F,11510,11989
13918,F9,M,11510,11989
13994,F9,M,11919,11770
13995,F9,F,11919,11770
14079,F9,F,10870,11106
14112,F9,F,11557,11908
14121,F9,M,11557,11908
15211,F10,F,13482,13468
15212,F10,M,13482,13468
15241,F10,M,13550,13115
15243,F10,M,13513,13477
15287,F10,F,12625,12680
15299,F10,F,13284,13521
15303,F10,M,13284,13521
15305,F10,F,13298,13553
15308,F10,M,13298,13553
15316,F10,M,12659,12602
15321,F10,F,12659,12602
15336,F10,M,12698,12626
15345,F10,F,12698,12626
15352,F10,M,13456,13518
15367,F10,M,13522,13282
15375,F10,F,12600,12704
15376,F10,M,12600,12704
15388,F10,F,13385,13203
15391,F10,F,13593,13240
15396,F10,M,13593,13240
15404,F10,F,13579,13252
15407,F10,M,13579,13252
15410,F10,F,13088,13584
15423,F10,M,13643,13443
15426,F10,F,13643,13443
15459,F10,M,12796,12677
15460,F10,F,12796,12677
15472,F10,M,13610,13453
15485,F10,F,13610,13453
15488,F10,F,13657,13595
15526,F10,M,13583,13375
15534,F10,F,13565,13865
15538,F10,M,13565,13865
15543,F10,M,13834,13652
15546,F10,F,13834,13652
15550,F10,F,13834,13652
15555,F10,M,12759,12821
15566,F10,F,12617,12778
15569,F10,M,12617,12778
15575,F10,M,13552,13847
15594,F10,M,13393,13850
15603,F10,F,13393,13850
15608,F10,F,13435,13833
15612,F10,M,13435,13833
15616,F10,M,13849,13604
15622,F10,F,13849,13604
15625,F10,M,13840,13639
15627,F10,F,13840,13639
15641,F10,F,12882,12660
15643,F10,M,12882,12660
15647,F10,F,12706,12618
15649,F10,M,12706,12618
15650,F10,F,13247,13628
15652,F10,M,13247,13628
15671,F10,F,13622,13416
15673,F10,M,13622,13416
15677,F10,F,12719,12609
15681,F10,F,12719,12609
15687,F10,M,13860,13917
15689,F10,F,13860,13917
15701,F10,F,12955,12703
15703,F10,M,12955,12703
15710,F10,M,13534,13842
15712,F10,F,13534,13842
15715,F10,M,13918,13346
15720,F10,F,12984,12726
15742,F10,F,13994,13634
15750,F10,F,13858,13544
15754,F10,M,13858,13544
15756,F10,M,12830,12956
15759,F10,F,12830,12956
15767,F10,F,12820,12987
15768,F10,M,12820,12987
15802,F10,F,12944,12674
15815,F10,F,12773,13033
15832,F10,M,13242,13448
15852,F10,F,13631,14079
15854,F10,M,13631,14079
15857,F10,F,13501,14112
15865,F10,M,13501,14112
15867,F10,F,14121,13995
15956,F10,M,12976,12889
15957,F10,F,12809,13026
15960,F10,M,12809,13026
15986,F10,M,12600,12788
15988,F10,F,12600,12788
15994,F10,M,12828,13063
16012,F10,M,13200,13144
16058,F10,F,13184,12767
16060,F10,M,13184,12767
16062,F10,F,13021,13196
16066,F10,M,13021,13196
16096,F10,F,13157,12908
16101,F10,M,13157,12908
16107,F10,F,13256,13304
16109,F10,M,13256,13304
16144,F10,M,13153,13576
16151,F10,F,12886,13271
16159,F10,M,13308,13155
16164,F10,F,13308,13155
16189,F10,F,13135,12837
16194,F10,F,13057,13207
16197,F10,M,13057,13207
16204,F10,F,13397,13366
16208,F10,M,13397,13366
16387,F10,M,13522,13282
17260,F11,M,15336,15426
17310,F11,F,15308,15410
17311,F11,M,15308,15410
17327,F11,F,15396,15305
17328,F11,F,15459,15211
17335,F11,M,15459,15211
17390,F11,M,15352,15287
17397,F11,F,15472,15299
17409,F11,M,15526,15375
17410,F11,F,15526,15375
17416,F11,M,15212,15534
17423,F11,F,15212,15534
17461,F11,F,15569,15622
17462,F11,M,15569,15622
17464,F11,F,15367,15641
17473,F11,M,15649,15345
17474,F11,F,15649,15345
17498,F11,M,15243,15566
17501,F11,F,15243,15566
17512,F11,M,15594,15388
17518,F11,F,15625,15650
17522,F11,F,15625,15650
17545,F11,M,15575,15608
17553,F11,M,15575,15608
17555,F11,M,15316,15647
17557,F11,F,15316,15647
17568,F11,M,15643,15689
17569,F11,F,15643,15689
17572,F11,M,15687,15701
17574,F11,F,15687,15701
17593,F11,M,15754,15627
17602,F11,F,15754,15627
17623,F11,F,15612,15750
17637,F11,M,15423,15767
17639,F11,F,15423,15767
17671,F11,F,15538,15759
17681,F11,M,15768,15815
17683,F11,F,15768,15815
17716,F11,F,15616,15802
17717,F11,M,15616,15802
17727,F11,F,15652,15852
17733,F11,M,15652,15852
17736,F11,M,15854,15712
17737,F11,F,15854,15712
17775,F11,M,15832,15460
17818,F11,F,15960,15603
17819,F11,F,15960,15603
17820,F11,M,15960,15603
17826,F11,M,15960,15603
17870,F11,M,15715,16058
17874,F11,F,15715,16058
17875,F11,F,15715,16058
17881,F11,F,16012,15671
17887,F11,M,15376,15546
17889,F11,F,15376,15546
17891,F11,F,15555,15485
17892,F11,M,15555,15485
17901,F11,F,16101,15988
17903,F11,M,16101,15988
17909,F11,M,16101,15988
17911,F11,F,16197,16164
17913,F11,F,16197,16164
17915,F11,M,16197,16164
17919,F11,M,16197,16164
17934,F11,M,16159,16096
17948,F11,F,16109,16204
17954,F11,M,16109,16204
17970,F11,F,15673,15391
17971,F11,M,15673,15391
17974,F11,F,15986,15867
17982,F11,M,15986,15867
17993,F11,M,16208,15857
18000,F11,F,16208,15857
18002,F11,M,15994,16062
18007,F11,F,15994,16062
18019,F11,M,15303,15742
18024,F11,F,15303,15742
18034,F11,M,15543,15404
18037,F11,F,15543,15404
18074,F11,F,16387,15550
18083,F11,M,15956,15677
18088,F11,F,15956,15677
18095,F11,F,15710,15321
18101,F11,F,15710,15321
18114,F11,F,15407,16194
18119,F11,M,15407,16194
18120,F11,M,15407,16194
18121,F11,F,15865,15957
18123,F11,M,15865,15957
18125,F11,M,15865,15957
18130,F11,M,15241,15720
18131,F11,F,15241,15720
18263,F11,F,15756,16151
18264,F11,M,15756,16151
18266,F11,F,15756,16151
18268,F11,M,15756,16151
18273,F11,M,16144,15681
18275,F11,M,16144,15681
18277,F11,F,16144,15681
18309,F11,M,16060,16189
18315,F11,M,16060,16189
18317,F11,F,16060,16189
18442,F11,M,15703,15488
18445,F11,F,15703,15488
18450,F11,F,16066,16107
18453,F11,M,16066,16107
18821,F12,F,17335,17602
18830,F12,F,17260,17310
18834,F12,M,17260,17310
18837,F12,F,17416,17327
18840,F12,M,17416,17327
18849,F12,M,17473,17410
18853,F12,F,17473,17410
18874,F12,F,17311,17474
18878,F12,M,17311,17474
18886,F12,F,17498,17423
18894,F12,M,17498,17423
18897,F12,M,17637,17464
18901,F12,F,17637,17464
18904,F12,F,17409,17683
18906,F12,M,17409,17683
18917,F12,F,17593,17671
18922,F12,M,17593,17671
18924,F12,M,17572,17522
18928,F12,F,17572,17522
18933,F12,M,17681,17397
18937,F12,M,17462,17574
18938,F12,F,17462,17574
18942,F12,M,17820,17623
18944,F12,F,17820,17623
18951,F12,F,17390,17818
18953,F12,M,17390,17818
18962,F12,M,17555,17737
18964,F12,F,17555,17737
18968,F12,F,17553,17819
18974,F12,M,17553,17819
18982,F12,M,17512,17889
18983,F12,F,17512,17889
18999,F12,F,17870,17557
19000,F12,M,17870,17557
19006,F12,F,17775,17881
19007,F12,M,17775,17881
19015,F12,F,17887,17461
19018,F12,M,17887,17461
19021,F12,F,17736,17891
19024,F12,M,17736,17891
19039,F12,F,17903,17875
19041,F12,M,17903,17875
19048,F12,M,17919,17569
19053,F12,F,17919,17569
19073,F12,M,17934,17639
19075,F12,F,17934,17639
19085,F12,M,17733,17913
19087,F12,F,17733,17913
19091,F12,M,17915,17518
19094,F12,F,17915,17518
19164,F12,F,17954,17901
19165,F12,F,17993,17970
19169,F12,M,17993,17970
19194,F12,F,17892,17501
19199,F12,M,17892,17501
19225,F12,M,18002,17727
19270,F12,F,17568,17328
19272,F12,M,17568,17328
19284,F12,M,18019,17874
19286,F12,F,18019,17874
19291,F12,F,18034,17911
19292,F12,M,18034,17911
19390,F12,F,18123,17974
19393,F12,M,18123,17974
19404,F12,F,18130,18000
19405,F12,M,18130,18000
19428,F12,M,18083,17948
19431,F12,F,18083,17948
19435,F12,F,17982,18095
19441,F12,M,17982,18095
19478,F12,M,17909,18088
19486,F12,F,17909,18088
19518,F12,M,18273,18037
19519,F12,F,18273,18037
19521,F12,F,18125,18317
19532,F12,M,18315,18101
19533,F12,F,18315,18101
19538,F12,M,17971,18263
19539,F12,F,17971,18263
19546,F12,M,18309,18024
19551,F12,M,18442,18277
19554,F12,F,18442,18277
19561,F12,M,18275,18007
19565,F12,F,18275,18007
19582,F12,F,17717,18131
19583,F12,M,17717,18131
19594,F12,F,17545,18266
19595,F12,M,17545,18266
19604,F12,M,17826,17716
19617,F12,F,18264,18445
19624,F12,F,18268,18121
19626,F12,M,18268,18121
19748,F12,M,18120,18450
19752,F12,F,18120,18450
19844,F12,M,18119,18074
19869,F12,F,18453,18114
20148,F13,M,18897,18983
20152,F13,M,18897,18983
20154,F13,F,19041,18853
20156,F13,F,19041,18853
20160,F13,M,19041,18853
20167,F13,M,18937,18904
20168,F13,M,18937,18904
20175,F13,F,18937,18904
20176,F13,M,19000,18938
20183,F13,M,19018,18928
20185,F13,F,19018,18928
20186,F13,F,19018,18928
20189,F13,F,19024,18837
20190,F13,M,19024,18837
20193,F13,F,19024,18837
20202,F13,F,19073,19006
20207,F13,M,18924,19087
20213,F13,F,18924,19087
20217,F13,M,19169,18951
20218,F13,M,19169,18951
20224,F13,F,19169,18951
20230,F13,M,18840,18821
20235,F13,F,18840,18821
20236,F13,F,18840,18821
20238,F13,F,18922,18944
20243,F13,M,18922,18944
20247,F13,F,18982,18901
20250,F13,M,18982,18901
20252,F13,M,18878,19021
20258,F13,F,18878,19021
20260,F13,F,18894,19094
20261,F13,F,18894,19094
20268,F13,M,18894,19094
20277,F13,F,18933,18917
20284,F13,M,19007,18874
20288,F13,F,19007,18874
20296,F13,M,19048,19015
20299,F13,M,19048,19015
20303,F13,F,18849,19075
20305,F13,M,18849,19075
20310,F13,F,18962,19164
20314,F13,M,18962,19164
20334,F13,M,18953,18886
20339,F13,F,18953,18886
20341,F13,F,18834,18964
20345,F13,M,18834,18964
20348,F13,M,18834,18964
20359,F13,F,18942,18968
20375,F13,M,18974,18830
20380,F13,F,18974,18830
20383,F13,F,18974,18830
20402,F13,F,19225,19165
20407,F13,F,19225,19165
20411,F13,M,19225,19165
20421,F13,M,19085,19194
20424,F13,F,19085,19194
20425,F13,F,19085,19194
20427,F13,F,19199,19039
20428,F13,M,19272,19291
20429,F13,M,19272,19291
20430,F13,F,19272,19291
20569,F13,M,19284,19435
20570,F13,F,19284,19435
20576,F13,M,19284,19435
20584,F13,F,19393,19431
20585,F13,F,19393,19431
20591,F13,M,19393,19431
20612,F13,M,19091,19053
20673,F13,M,19292,19533
20676,F13,F,19292,19533
20677,F13,M,19292,19533
20740,F13,F,19405,19624
20741,F13,M,19405,19624
20749,F13,F,19551,19404
20759,F13,M,19561,19519
20761,F13,M,19561,19519
20762,F13,F,19561,19519
20768,F13,M,19546,19390
20769,F13,F,19546,19390
20774,F13,F,19546,19390
20777,F13,M,19532,19594
20780,F13,M,19583,19565
20781,F13,F,19583,19565
20782,F13,M,19583,19565
20788,F13,M,19604,19554
20789,F13,F,19604,19554
20795,F13,F,19441,19617
20804,F13,F,19626,19486
20805,F13,F,19626,19486
20809,F13,M,19626,19486
20884,F13,F,19538,19582
20895,F13,M,19748,19521
20898,F13,M,19748,19521
20916,F13,M,19428,19286
20923,F13,F,19428,19286
20938,F13,F,19595,19752
20939,F13,M,19595,19752
20943,F13,M,19595,19752
20956,F13,F,18906,18999
20960,F13,M,18906,18999
20966,F13,M,19478,19270
20969,F13,F,19478,19270
21063,F13,M,19844,19869
21064,F13,F,19844,19869
21066,F13,F,19844,19869
21118,F13,M,19518,19539
21598,F14,F,20148,20175
21601,F14,F,20148,20175
21602,F14,M,20268,20303
21608,F14,F,20268,20303
21609,F14,F,20268,20303
21614,F14,M,20183,20236
21615,F14,F,20284,20213
21616,F14,F,20284,20213
21622,F14,M,20284,20213
21623,F14,M,20375,20224
21631,F14,F,20375,20224
21632,F14,F,20375,20224
21643,F14,M,20243,20202
21645,F14,F,20243,20202
21649,F14,M,20296,20277
21650,F14,F,20296,20277
21654,F14,F,20296,20277
21659,F14,F,20314,20154
21663,F14,M,20314,20154
21664,F14,F,20314,20154
21672,F14,F,20411,20424
21674,F14,M,20411,20424
21688,F14,F,20207,20189
21693,F14,M,20207,20189
21697,F14,F,20152,20260
21701,F14,M,20152,20260
21703,F14,F,20160,20247
21705,F14,M,20160,20247
21709,F14,F,20160,20247
21714,F14,M,20230,20186
21723,F14,F,20230,20186
21724,F14,F,20230,20186
21725,F14,F,20167,20288
21727,F14,M,20167,20288
21732,F14,M,20167,20288
21735,F14,M,20299,20156
21737,F14,M,20299,20156
21738,F14,F,20176,20339
21739,F14,F,20176,20339
21745,F14,M,20176,20339
21753,F14,M,20217,20359
21755,F14,F,20217,20359
21756,F14,M,20217,20359
21763,F14,M,20334,20425
21764,F14,F,20334,20425
21769,F14,F,20250,20430
21771,F14,M,20250,20430
21774,F14,M,20250,20430
21790,F14,F,20218,20261
21791,F14,M,20218,20261
21799,F14,F,20168,20341
21803,F14,M,20305,20383
21804,F14,M,20305,20383
21805,F14,F,20305,20383
21812,F14,M,20345,20380
21814,F14,F,20345,20380
21860,F14,M,20421,20402
21863,F14,M,20421,20402
21920,F14,M,20348,20235
21926,F14,M,20252,20238
21929,F14,M,20252,20238
21931,F14,F,20252,20238
21965,F14,M,20429,20193
21967,F14,M,20429,20193
21971,F14,F,20429,20193
22111,F14,F,20569,20258
22112,F14,F,20569,20258
22118,F14,M,20576,20310
22122,F14,F,20576,20310
22124,F14,F,20576,20310
22216,F14,M,20809,20740
22217,F14,M,20809,20740
22218,F14,F,20809,20740
22255,F14,F,20759,20585
22256,F14,M,20759,20585
22267,F14,M,20591,20789
22268,F14,F,20591,20789
22270,F14,F,20591,20789
22278,F14,F,20673,20795
22280,F14,M,20673,20795
22282,F14,F,20673,20795
22284,F14,M,20777,20570
22286,F14,F,20777,20570
22305,F14,F,20768,20749
22306,F14,M,20768,20749
22313,F14,M,20780,20584
22315,F14,F,20780,20584
22318,F14,M,20782,20676
22321,F14,M,20782,20676
22394,F14,F,20428,20185
22397,F14,M,20428,20185
22501,F14,M,20741,20769
22620,F14,M,20895,20781
22621,F14,F,20895,20781
22695,F14,M,20916,20762
22699,F14,M,20916,20762
22702,F14,F,20916,20762
22807,F14,F,20943,20774
22808,F14,M,20943,20774
22809,F14,M,20943,20774
22815,F14,M,20677,20969
22821,F14,F,20677,20969
22823,F14,F,20761,20956
22824,F14,M,20761,20956
22836,F14,M,20966,20923
22840,F14,F,20966,20923
22844,F14,F,20939,20805
22848,F14,F,20939,20805
22849,F14,M,20939,20805
22945,F14,F,21118,21066
22946,F14,M,21118,21066
22952,F14,F,21118,21066
23001,F14,M,20960,20407
23002,F14,F,20960,20407
23006,F14,M,20960,20407
23011,F14,M,20612,20427
23015,F14,F,20612,20427
23024,F14,M,20898,21064
23037,F14,F,21063,20884
23058,F14,F,20190,20804
23059,F14,M,20190,20804
23138,F14,M,20788,20938
23139,F14,F,20788,20938
23142,F14,F,20788,20938
24319,F15,F,21602,21738
24326,F15,M,21649,21764
24330,F15,M,22256,22111
24333,F15,M,21701,21931
24339,F15,F,21701,21931
24345,F15,M,22217,22268
24350,F15,F,22217,22268
24354,F15,F,22118,21814
24355,F15,M,22118,21814
24358,F15,F,21649,21764
24364,F15,F,22321,21725
24367,F15,M,21602,21738
24408,F15,F,21622,21672
24409,F15,M,21622,21672
24414,F15,F,21756,21654
24415,F15,F,21756,21654
24418,F15,F,21745,21609
24421,F15,F,21705,22255
24422,F15,M,21705,22255
24441,F15,M,21967,21769
24450,F15,M,21756,21654
24458,F15,M,21812,22270
24461,F15,M,21967,21769
24463,F15,M,21693,21631
24465,F15,M,21693,21631
24469,F15,F,21663,21799
24476,F15,F,21674,21805
24478,F15,M,21735,21632
24484,F15,M,21771,21645
24486,F15,M,21771,21645
24489,F15,F,21753,21688
24491,F15,M,21753,21688
24496,F15,M,21863,22394
24497,F15,F,21771,21645
24503,F15,F,21735,21632
24504,F15,F,21735,21632
24506,F15,M,21663,21799
24519,F15,F,21727,21608
24521,F15,F,21804,21650
24525,F15,M,21804,21650
24527,F15,F,22216,21703
24528,F15,M,22216,21703
24532,F15,F,21860,21724
24538,F15,M,22280,21664
24542,F15,F,21863,22394
24550,F15,F,21920,21739
24554,F15,M,21926,21709
24555,F15,F,21926,21709
24562,F15,M,21926,21709
24568,F15,M,21929,21723
24570,F15,F,21929,21723
24572,F15,F,21774,22124
24576,F15,M,21774,22124
24579,F15,M,21965,21790
24580,F15,F,21965,21790
24583,F15,M,22313,21971
24586,F15,F,21774,22124
24590,F15,M,21929,21723
24597,F15,F,22216,21703
24603,F15,M,21804,21650
24609,F15,F,22280,21664
24613,F15,M,21860,21724
24615,F15,F,21860,21724
24616,F15,M,22313,21971
24623,F15,M,21965,21790
24635,F15,F,21763,21755
24639,F15,M,21763,21755
24646,F15,M,21791,21601
24650,F15,F,21763,21755
24655,F15,F,21623,22112
24658,F15,M,21803,22122
24659,F15,F,21803,22122
24662,F15,F,22397,22305
24666,F15,M,21791,21601
24697,F15,F,21714,21659
24704,F15,M,21714,21659
24936,F15,M,22849,23002
24938,F15,M,22849,23002
24949,F15,M,22695,22278
24953,F15,F,22695,22278
24959,F15,F,22699,22315
24966,F15,M,22699,22315
24969,F15,M,22695,22278
24983,F15,F,22306,22621
24985,F15,F,22501,22848
24988,F15,M,22620,22282
24989,F15,F,22620,22282
24995,F15,F,22620,22282
24998,F15,M,22284,22823
25005,F15,M,22808,22286
25006,F15,F,22808,22286
25008,F15,M,22501,22848
25013,F15,M,22306,22621
25016,F15,M,22809,22840
25020,F15,F,23001,22821
25023,F15,F,23001,22821
25026,F15,M,23001,22821
25028,F15,F,22809,22840
25073,F15,F,23006,23139
25076,F15,M,23006,23139
25095,F15,F,21643,21598
25098,F15,M,22824,23142
25104,F15,F,22824,23142
25109,F15,F,21643,21598
25111,F15,M,21643,21598
25129,F15,F,23059,23037
25147,F15,F,23138,23015
25153,F15,F,23138,23015
25186,F15,M,21614,21697
25189,F15,M,21614,21697
25282,F15,F,21737,22218
25286,F15,M,21737,22218
25309,F15,F,22267,22807
25312,F15,F,22267,22807
25317,F15,M,22267,22807
25319,F15,M,22815,23058
25355,F15,F,21732,21615
25356,F15,M,21732,21615
25367,F15,M,22946,22702
25368,F15,F,22946,22702
25375,F15,F,22946,22702
25423,F15,M,22318,22844
25435,F15,F,22836,22952
25465,F15,F,23024,22945
25468,F15,F,23024,22945
25469,F15,M,23024,22945
25482,F15,M,23011,21616
25483,F15,F,23011,21616
27147,F16,M,24422,24609
27164,F16,M,24496,24319
27166,F16,F,24496,24319
27169,F16,F,24484,24650
27173,F16,F,24484,24650
27175,F16,M,24484,24650
27180,F16,F,24496,24319
27187,F16,M,24616,24542
27188,F16,F,24616,24542
27206,F16,F,24528,24489
27243,F16,F,24345,24580
27245,F16,F,24326,24418
27246,F16,M,24326,24418
27301,F16,F,24538,24697
27303,F16,F,24538,24697
27306,F16,F,25026,24469
27319,F16,F,24969,24659
27326,F16,M,24969,24659
27329,F16,M,24969,24659
27398,F16,F,24613,25109
27399,F16,M,24613,25109
27403,F16,F,24613,25109
27409,F16,M,24583,24959
27416,F16,M,25317,25073
27445,F16,F,25005,24985
27448,F16,M,25005,24985
27449,F16,F,25005,24985
27465,F16,M,24603,24550
27473,F16,F,24988,24655
27475,F16,M,24491,25129
27479,F16,F,24491,25129
27483,F16,M,24491,25129
27485,F16,F,24988,24655
27486,F16,M,24988,24655
27518,F16,M,24367,24408
27529,F16,F,24367,24408
27534,F16,M,24576,24521
27535,F16,F,24576,24521
27539,F16,M,24461,24339
27543,F16,F,24461,24339
27549,F16,M,24576,24521
27578,F16,F,24330,24570
27585,F16,F,24409,24597
27595,F16,F,24478,24504
27599,F16,F,24409,24597
27623,F16,F,24441,24415
27626,F16,M,24441,24415
27633,F16,F,24528,24489
27635,F16,M,24528,24489
27639,F16,M,24441,24415
27658,F16,M,24450,24497
27663,F16,M,24568,24350
27664,F16,F,24568,24350
27666,F16,M,24568,24350
27669,F16,M,24966,24476
27675,F16,M,24966,24476
27676,F16,F,24966,24476
27716,F16,F,24506,24953
27718,F16,M,24506,24953
27731,F16,F,24949,24519
27735,F16,M,24949,24519
27736,F16,F,24949,24519
27748,F16,F,25356,25312
27749,F16,M,25356,25312
27755,F16,M,25356,25312
27758,F16,F,25286,24995
27759,F16,M,25286,24995
27762,F16,F,24646,24635
27765,F16,M,24646,24635
27785,F16,F,24666,25153
27788,F16,M,24666,25153
27789,F16,F,24666,25153
27792,F16,F,24554,24358
27793,F16,M,24554,24358
27798,F16,M,24998,24503
27801,F16,M,24704,24586
27803,F16,M,24704,24586
27806,F16,M,24998,24503
27813,F16,F,24554,24358
27823,F16,F,24333,24572
27833,F16,M,25076,25006
27838,F16,M,25076,25006
27839,F16,F,24623,25095
